"project_id","is_geocoded","project_title","start_actual_isodate","start_actual_type","end_actual_isodate","end_actual_type","donors","donors_iso3","recipients","recipients_iso3","ad_sector_codes","ad_sector_names","status","transactions_start_year","transactions_end_year","total_commitments","total_disbursements"
"COL178","1","Proyecto para la construcción de un hogar para primera Infancia en Silvia","2012-03-07","start-actual","2013-10-07","end-actual","Japan","JPN","Colombia","COL","160","Other social infrastructure and services","Implementation","2012","2013","100965.934903",""
"COL179","1","Proyecto para la construcción de un hogar para primera infancia en Villavieja","2012-03-07","start-actual","2013-10-07","end-actual","Japan","JPN","Colombia","COL","160","Other social infrastructure and services","Implementation","2012","2013","108420.092399",""
"COL180","1","Protección de niños y niñas afectados por el conflicto armado y la violencia en Colombia","2011-07-01","start-actual","2014-07-01","end-actual","Sweden","SWE","Colombia","COL","160","Other social infrastructure and services","Implementation","2011","2014","1719292.4",""
"COL181","1","Reducción de vulnerabilidades y aumento de factores de protección para niños y niñas, jóvenes y familias en el departamento de córdona (Con prioridad Tierraalta)","2012-09-15","start-actual","2014-03-15","end-actual","Switzerland","CHE","Colombia","COL","160","Other social infrastructure and services","Implementation","2012","2014","492649.90321",""
"COL182","1","Consolidación de políticas de protección y prevencion de NNAJ que se encuentran en alto riesgo de reclutamiento en el departamento del Tolima y del Putumayo","2013-02-15","start-actual","2014-08-15","end-actual","European Union","DAC","Colombia","COL","160","Other social infrastructure and services","Implementation","2013","2014","134278.799311",""
"COL183","1","Acción para la prevención de las violaciones en los derechos de Niños, Niñas y Adolescentes y otras afectaciones en el marco del conflicto armado en los departamentos de Huila y Putumayo.","2013-02-15","start-actual","2014-08-15","end-actual","European Union","DAC","Colombia","COL","160","Other social infrastructure and services","Implementation","2013","2014","134144.520512",""
"COL184","1","Iniciativa Regional Andina Educación para el Empleo","2012-04-23","start-actual","2017-04-23","end-actual","Canada","CAN","Colombia","COL","510","General budget support","Implementation","2012","2017","4418296.72442",""
"COL185","1","Fortalecer la generación de ingresos en la Comuna 18: formación, acompañamiento empresarial y mejora de la dinámica familiar.","2012-12-31","start-actual","2015-03-31","end-actual","Spain","ESP","Colombia","COL","510","General budget support","Implementation","2012","2015","241995.020815",""
"COL186","0","Fortalecimiento de procesos participativos de comunidades étnicas y campesinas y promoción de la ciudadanía activa, para la gestión y protección medioambiental del territorio como aporte a la agendas de desarrollo rural de los Departamentos de Santander, Norte de Santander y Tolima y contribución a la construcción de paz desde lo local","2012-01-15","start-actual","2015-01-15","end-actual","European Union","DAC","Colombia","COL","510","General budget support","Implementation","2012","2015","425051.269179",""
"COL187","1","Human Rights Internet - Pasantías Internacionales 2011-2014","2009-11-20","start-actual","2014-03-20","end-actual","Canada","CAN","Colombia","COL","120","Health","Implementation","2009","2014","181636.310289",""
"COL188","1","MEJORA DE SALUD E INCREMENTO DE LA PROTECCION PARA ENFERMEDADES TRANSMISIBLES","2012-01-01","start-actual","2014-05-01","end-actual","Canada","CAN","Colombia","COL","120","Health","Implementation","2012","2014","55026.9401715",""
"COL189","1","Sostenibilidad Económica, Equidad de Género y Derechos Humanos","2010-12-17","start-actual","2013-08-17","end-actual","Canada","CAN","Colombia","COL","152","Government and civil society, general","Implementation","2010","2013","172439.26089",""
"COL190","1","Reducción de la incidencia de enfermedades relacionadas con el agua, el saneamiento básico y las prácticas de higiene en población afectada por el conflicto armado en el Departamento del Putumayo y Nariño.","2011-01-01","start-actual","2013-01-01","end-actual","Switzerland","CHE","Colombia","COL","120","Health","Implementation","2011","2013","277342.5",""
"COL191","1","Mejora de las condiciones de salud de la población afectada por el conflicto armado en los Departamentos de Córdoba y Putumayo, Colombia","2013-06-01","start-actual","2014-09-01","end-actual","Switzerland","CHE","Colombia","COL","120","Health","Implementation","2013","2014","516456.920428",""
"COL192","1","Mines Action Canada - Pasantías Internacionales 2011-2014","2009-11-12","start-actual","2014-03-12","end-actual","Canada","CAN","Colombia","COL","152","Government and civil society, general","Implementation","2009","2014","46573.4128945",""
"COL193","1","Las comunidades indígenas y afrocolombianas del Chocó promueven su seguridad alimentaria y nutricional.","2009-12-01","start-actual","2013-12-01","end-actual","Spain","ESP","Colombia","COL","122","Basic health","Implementation","2009","2013","7762114.39155",""
"COL194","1","Apoyo a la Red Piscícola de Bolívar para la consolidación de una cadena productiva que garantice la seguridad alimentaria y la generación de ingresos. Fase II","2010-12-01","start-actual","2013-06-01","end-actual","Spain","ESP","Colombia","COL","122","Basic health","Implementation","2010","2013","316593.13129",""
"COL195","1","Mejora de las Capacidades Técnicas del Sistema de Parques Nacionales Naturales de Colombia","2011-05-26","start-actual","2013-12-26","end-actual","Finland","FIN","Colombia","COL","410","General environmental protection","Implementation","2011","2013","650000.0",""
"COL196","1","Construcción participativa de una propuesta de Desarrollo Territorial con perspectiva alimentaria en 12 municipios del Departamento del Cesar","2010-06-02","start-actual","2013-12-02","end-actual","European Union","DAC","Colombia","COL","122","Basic health","Implementation","2010","2013","1259999.50344",""
"COL197","1","Programa forestal silvicultura como alternativa de producción en la zona marginal de la región CORPORACION ANDINA DE FOMENTO - CAFetera - rio magdalena fase III","2007-03-01","start-actual","2015-03-01","end-actual","Germany","DEU","Colombia","COL","410","General environmental protection","Implementation","2007","2015","955714.502771",""
"COL198","1","BIO-REDD","2011-09-30","start-actual","2014-09-30","end-actual","United States","USA","Colombia","COL","410","General environmental protection","Implementation","2011","2014","3979318.57",""
"COL199","1","Programa de Conservación de Paisajes","2009-07-24","start-actual","2013-07-24","end-actual","United States","USA","Colombia","COL","410","General environmental protection","Implementation","2009","2013","12005590.8795",""
"COL200","1","Logro de las prioridades del desarrollo urbano sostenible","2012-03-06","start-actual","2014-03-06","end-actual","Spain","ESP","Colombia","COL","430","Other","Implementation","2012","2014","245460.929135",""
"COL201","1","Mujer, paz y seguridad: diálogos inimaginables, diálogos posibles","2012-06-01","start-actual","2015-08-01","end-actual","Sweden","SWE","Colombia","COL","152","Conflict prevention and resolution, peace and security","Implementation","2012","2015","362496.700146",""
"COL202","1","Fase Implementación BioCAN","2010-01-01","start-actual","2014-01-01","end-actual","Finland","FIN","Colombia","COL","410","General environmental protection","Implementation","2010","2014","1618150.04722",""
"COL203","1","Conservación de la biodiversidad y las fuentes de agua en la cuenca del Amazonas: ríos Orito, Mocoa, Guineo y Orteguaza","2012-07-01","start-actual","2017-07-01","end-actual","Finland","FIN","Colombia","COL","410","General environmental protection","Implementation","2012","2017","825889.624291",""
"COL204","1","Alianza por la calidad de vida y la sostenibilidad de la amazonía colombiana - Amazonas 2030","2010-11-01","start-actual","2014-11-01","end-actual","Netherlands","NLD","Colombia","COL","410","General environmental protection","Implementation","2010","2014","1180473.58844",""
"COL205","1","Mineria de Oro a pequeña escala","2011-01-01","start-actual","2014-01-01","end-actual","Netherlands","NLD","Colombia","COL","410","General environmental protection","Implementation","2011","2014","233793.0",""
"COL206","1","Incentivos a la conservación para el manejo del territorio y la mitigación de conflictos socio ambientales","2011-07-01","start-actual","2014-08-01","end-actual","Netherlands","NLD","Colombia","COL","410","General environmental protection","Implementation","2011","2014","5105640.0",""
"COL207","1","Gestión Forestal Sostible - Programa en la Región Andina","2011-01-01","start-actual","2014-01-01","end-actual","Finland","FIN","Colombia","COL","430","Other","Implementation","2011","2014","2730000.0",""
"COL208","1","Establecimiento de sistemas de garantía de legalidad a partir de la Certificación de Sostenibilidad para la Producción Forestal y para la cadena de custodia con PYMES en Colombia","2011-01-01","start-actual","2013-11-01","end-actual","European Union","DAC","Colombia","COL","410","General environmental protection","Implementation","2011","2013","55699.83",""
"COL209","1","Estudio sobre la sostenibilidad de los medios de vida de las poblaciones locales que habitan o utilizan directamente los páramos y su relación con la sostenibilidad del uso de éstos ecosistemas.","2011-01-01","start-actual","2014-01-01","end-actual","European Union","DAC","Colombia","COL","410","General environmental protection","Implementation","2011","2014","910000.0",""
"COL210","1","Fortalecimiento y acciones de prevención de desplazamiento forzado y protección de derechos de personas desplazadas y/o en riesgo de desplazamiento en Colombia.","2012-01-01","start-actual","2013-07-01","end-actual","Spain","ESP","Colombia","COL","152","Government and civil society, general","Implementation","2012","2013","319099.207875",""
"COL211","1","Posicionamiento de la Gobernanza Forestal en Colombia FLEGT","2010-11-01","start-actual","2014-11-01","end-actual","European Union","DAC","Colombia","COL","410","General environmental protection","Implementation","2010","2014","242971.453244",""
"COL212","1","Fortalecimiento institucional del IDEAM para reducir los efectos perjudiciales deBANCO INTERAMERICANO DE DESARROLO - BIDo al cambio climático y condiciones meteorológicas extremas en Colombia","2012-01-01","start-actual","2014-07-01","end-actual","Finland","FIN","Colombia","COL","410","General environmental protection","Implementation","2012","2014","319099.207875",""
"COL213","1","Medio Ambiente Mundial","2010-10-20","start-actual","2015-03-20","end-actual","Canada","CAN","Colombia","COL","410","General environmental protection","Implementation","2010","2015","5529668.72941",""
"COL214","1","Conserva Colombia","2010-03-23","start-actual","2014-03-23","end-actual","United States","USA","Colombia","COL","410","General environmental protection","Implementation","2010","2014","186390.459088",""
"COL215","1","Proyecto de Energía Limpia para Colombia","2011-09-30","start-actual","2014-09-30","end-actual","United States","USA","Colombia","COL","410","General environmental protection","Implementation","2011","2014","4663722.5",""
"COL216","1","Energía y Medio Ambiente. Programa de la Región Andina","2011-01-01","start-actual","2014-01-01","end-actual","Finland","FIN","Colombia","COL","230","Energy generation and supply","Implementation","2011","2014","1170000.0",""
"COL217","1","Cooperación Finlandes","2012-06-01","start-actual","2013-06-01","end-actual","Finland","FIN","Colombia","COL","410","General environmental protection","Implementation","2012","2013","76583.80989",""
"COL218","1","Whitley","2011-10-01","start-actual","2013-06-01","end-actual","United Kindom","GBR","Colombia","COL","410","General environmental protection","Implementation","2011","2013","60000.0",""
"COL219","1","Apoyo a las actividades del CICR en Colombia. 2012","2012-01-01","start-actual","2013-07-01","end-actual","Spain","ESP","Colombia","COL","152","Government and civil society, general","Implementation","2012","2013","638198.41575",""
"COL220","0","Las áreas marino costeras como estrategia regional para la gestión y conservación del recurso pesquero en el litoral Caribe colombiano y Pacífico Sur (Panamá-Colombia-Costa Rica-Ecuador), y el mejoramiento de las condiciones de vida de las comunidades localesPrograma temático para el medio ambiente y la gestión sostenible de los recursos naturales, incluida la energía","2011-11-01","start-actual","2014-11-01","end-actual","European Union","DAC","Colombia","COL","410","General environmental protection","Implementation","2011","2014","260000.0",""
"COL221","1","Iniciativa de Monitoreo de Cuencas","2012-07-01","start-actual","2015-07-01","end-actual","United States","USA","Colombia","COL","410","General environmental protection","Implementation","2012","2015","1472765.57481",""
"COL222","1","Desarrollo de un programa de capacitación científico-técnica y fortalecimiento de un laboratorio medioambiental para mejorar la gestión de la calidad de las aguas en ríos colombianos altamente contaminados. PCI 2011","2012-01-01","start-actual","2013-07-01","end-actual","Spain","ESP","Colombia","COL","410","General environmental protection","Implementation","2012","2013","106068.576698",""
"COL223","1","Proyecto Piloto de Implementación de la Política para la Gestión Integral del Recurso Hídrico","2010-12-01","start-actual","2013-12-01","end-actual","Netherlands","NLD","Colombia","COL","410","General environmental protection","Implementation","2010","2013","3363099.73645",""
"COL224","1","IDB AquaFund","2011-01-01","start-actual","2014-01-01","end-actual","Switzerland","CHE","Colombia","COL","410","General environmental protection","Implementation","2011","2014","4500000.0",""
"COL225","1","Componente Biodiversidad - Programa Forestal Silvicultura como Alternativa de Producción en la zona marginal de la región CORPORACION ANDINA DE FOMENTO - CAFetera - Río Magdalena - Fase III","2009-02-01","start-actual","2014-02-01","end-actual","Germany","DEU","Colombia","COL","430","Other","Implementation","2009","2014","588636.19075",""
"COL226","1","Revisión de la actuación medioambiental de Colombia ante la OCDE","2012-07-01","start-actual","2014-07-01","end-actual","United Kindom","GBR","Colombia","COL","430","Other","Implementation","2012","2014","128000.019794",""
"COL227","1","Red temática iberoamericana de transferencia de conocimiento en psicología jurídica y forense. PCI 2011","2012-01-01","start-actual","2013-07-01","end-actual","Spain","ESP","Colombia","COL","998","Unallocated / unspecified","Implementation","2012","2013","29331.5991879",""
"COL228","1","Proyecto de varias organizaciones en el área de derechos humanos y desarrollo de la paz.","2010-01-01","start-actual","2020-02-01","end-actual","Germany","DEU","Colombia","COL","152","Conflict prevention and resolution, peace and security","Implementation","2010","2020","19583776.9299",""
"COL229","1","ASISTENCIA Y ACOMPAÑAMIENTO A LAS VÍCTIMAS Y SUS ORGANIZACIONES PARA UNA INCIDENCIA EFECTIVA EN LA POLÍTICA PÚBLICA DE ATENCIÓN Y REPARACIÓN INTEGRAL","2012-11-01","start-actual","2014-11-01","end-actual","Spain","ESP","Colombia","COL","510","General budget support","Implementation","2012","2014","268043.334615",""
"COL230","1","Fortalecimiento de la Misión de apoyo al proceso de paz en Colombia (MAPP/OEA)","2011-12-01","start-actual","2014-12-01","end-actual","Spain","ESP","Colombia","COL","152","Conflict prevention and resolution, peace and security","Implementation","2011","2014","1300000.0",""
"COL231","1","Acompañamiento al diseño y ejecución de las políticas transicionales y de construcción de la paz en Colombia","2011-12-01","start-actual","2013-12-01","end-actual","Spain","ESP","Colombia","COL","152","Conflict prevention and resolution, peace and security","Implementation","2011","2013","520000.0",""
"COL232","1","Adecuación Institucional para el Acceso a la Justicia de las Mujeres Víctimas","2012-07-01","start-actual","2014-08-01","end-actual","Netherlands","NLD","Colombia","COL","152","Conflict prevention and resolution, peace and security","Implementation","2012","2014","2011090.84771",""
"COL233","1","Construcción de agendas y propuestas para superar el fenómeno de la violencia antisindical y la construcción de la reparación colectiva con seis organizaciones sindicales","2011-03-01","start-actual","2014-03-01","end-actual","Sweden","SWE","Colombia","COL","152","Conflict prevention and resolution, peace and security","Implementation","2011","2014","139412.75",""
"COL234","1","Apoyo a la restitución de tierras y a las reformas institucionales de Desarrollo Rural","2011-12-07","start-actual","2015-06-07","end-actual","European Union","DAC","Colombia","COL","152","Conflict prevention and resolution, peace and security","Implementation","2011","2015","3900000.0",""
"COL235","1","Convenio 10-13. Mejora de la estabilización social e integración de grupos étnicos afectados por el conflicto a través del acceso al agua potable, la generación de ingresos y la sostenibilidad ambiental en comunidades rurales.","2010-03-01","start-actual","2014-09-01","end-actual","Spain","ESP","Colombia","COL","510","General budget support","Implementation","2010","2014","297733.736112",""
"COL236","1","Apoyo a la formulación de la política integral de tierras en Colombia - Fase I","2011-07-04","start-actual","2014-01-04","end-actual","Spain","ESP","Colombia","COL","510","General budget support","Implementation","2011","2014","299000.0",""
"COL237","1","Asistencia humanitaria y protección para la población en situación de desplazamiento en Colombia con un enfoque diferencial para los Adultos Mayores","2011-10-01","start-actual","2013-10-01","end-actual","Spain","ESP","Colombia","COL","510","General budget support","Implementation","2011","2013","226552.0",""
"COL238","1","Apoyo a la consolidación de los derechos de las víctimas en el marco de la Ley de Víctimas y Restitución de Tierras","2011-12-01","start-actual","2013-12-01","end-actual","Spain","ESP","Colombia","COL","510","General budget support","Implementation","2011","2013","650000.0",""
"COL239","1","Apoyo a la formulación de la política integral de tierras en Colombia. Fase II","2012-05-14","start-actual","2015-05-14","end-actual","Spain","ESP","Colombia","COL","510","General budget support","Implementation","2012","2015","638198.41575",""
"COL240","1","Apoyo a políticas públicas de tierras en Colombia fase III","2013-01-23","start-actual","2015-07-23","end-actual","Spain","ESP","Colombia","COL","510","General budget support","Implementation","2013","2015","322269.118347",""
"COL241","1","Asistencia técnica para la integración del ASD en la política de restitución de tierras","2012-02-23","start-actual","2014-02-23","end-actual","Switzerland","CHE","Colombia","COL","510","General budget support","Implementation","2012","2014","414135.788574",""
"COL242","1","Prevención y Rehabilitación Integral a personas y familias víctimas de tortura en Colombia.","2010-09-01","start-actual","2013-09-01","end-actual","European Union","DAC","Colombia","COL","510","General budget support","Implementation","2010","2013","142887.436596",""
"COL243","1","Asistencia humanitaria y protección para la población en situación de desplazamiento en Colombia con un enfoque diferencial para los Adultos Mayores","2012-12-31","start-actual","2014-12-31","end-actual","Spain","ESP","Colombia","COL","152","Government and civil society, general","Implementation","2012","2014","319099.207875",""
"COL244","1","Apoyo al Proceso de paz en Colombia en el marco de la Ley de Justicia y Paz; un ejemplo de Justicia transicional - ProFis Fase III","2012-07-01","start-actual","2014-01-01","end-actual","Germany","DEU","Colombia","COL","152","Government and civil society, general","Implementation","2012","2014","2075205.2424",""
"COL245","1","Asistencia a sobrevivientes civiles de minas antipersona, con un enfoque sobre niños y jóvenes.","2012-01-18","start-actual","2015-06-18","end-actual","Canada","CAN","Colombia","COL","152","Government and civil society, general","Implementation","2012","2015","280415.15455",""
"COL246","1","Actividades relacionadas con minas anti-persona","2008-12-22","start-actual","2014-12-22","end-actual","United States","USA","Colombia","COL","152","Government and civil society, general","Implementation","2008","2014","2554111.27195",""
"COL247","1","Estados Unidos - Colombia, Asocio de Escuelas de Derecho en Temas de Derechos Humanos","2011-11-29","start-actual","2015-11-29","end-actual","United States","USA","Colombia","COL","152","Government and civil society, general","Implementation","2011","2015","4200000.0",""
"COL248","1","Programa de apoyo a la consolidación de los derechos de las víctimas en Colombia - Fase III","2011-05-12","start-actual","2013-11-12","end-actual","Spain","ESP","Colombia","COL","152","Government and civil society, general","Implementation","2011","2013","97500.0",""
"COL249","1","Difusión-aplicación y transformación del Derecho internacional humanitario en Colombia","2011-07-01","start-actual","2013-07-01","end-actual","Spain","ESP","Colombia","COL","152","Government and civil society, general","Implementation","2011","2013","130000.0",""
"COL250","1","Programa de promoción y protección de los derechos humanos en Colombia","2011-11-01","start-actual","2014-11-01","end-actual","Spain","ESP","Colombia","COL","152","Government and civil society, general","Implementation","2011","2014","650000.0",""
"COL251","1","Acción Humanitaria Coordinada en Colombia. Apoyo misión OFICINA PARA LA COORDINACION DE ASUNTOS HUMANITARIOS - OCHA 2012","2012-01-01","start-actual","2014-01-01","end-actual","Spain","ESP","Colombia","COL","152","Government and civil society, general","Implementation","2012","2014","638198.41575",""
"COL252","1","Ayuda humanitaria y protección para la población afectada por el conflicto en la región del Paramillo en Colombia","2012-11-15","start-actual","2013-11-15","end-actual","European Union","DAC","Colombia","COL","152","Government and civil society, general","Implementation","2012","2013","191459.524725",""
"COL253","1","Defensa y promoción de los derechos humanos en el municipio de Sonson, Antioquia","2012-12-31","start-actual","2014-11-30","end-actual","Spain","ESP","Colombia","COL","152","Government and civil society, general","Implementation","2012","2014","126229.755573",""
"COL254","1","Cooperación audiovisual 2013","2013-01-01","start-actual","2014-01-01","end-actual","France","FRA","Colombia","COL","110","Education","Implementation","2013","2014","117105.573793",""
"COL255","1","Desigualdad, Derechos Humanos y Gobernabilidad Democrática en Colombia con énfasis en las regiones de la Costa Atlántica, Costa Pácífica y Zona Centro","2009-12-01","start-actual","2013-12-01","end-actual","Netherlands","NLD","Colombia","COL","152","Government and civil society, general","Implementation","2009","2013","1855166.00058",""
"COL256","1","Promoviendo y fortaleciendo el trabajo de compañías en el tema de empresa y derechos humanos.","2012-06-01","start-actual","2013-11-01","end-actual","Switzerland","CHE","Colombia","COL","152","Government and civil society, general","Implementation","2012","2013","135055.548741",""
"COL257","1","Asistencia humanitaria para la población vulnerable afectada por el conflicto interno armado en los departamentos de Putumayo y Córdoba, Colombia","2012-08-01","start-actual","2013-08-01","end-actual","European Union","DAC","Colombia","COL","152","Government and civil society, general","Implementation","2012","2013","510558.7326",""
"COL258","1","Asistencia humanitaria de emergencia para la población afectada por el conflicto colombiano en los departamentos de Arauca y Norte de Casanare","2012-08-01","start-actual","2013-08-01","end-actual","European Union","DAC","Colombia","COL","152","Government and civil society, general","Implementation","2012","2013","187177.704277",""
"COL259","1","Asistencia humanitaria para la población afectada por el conflicto interno armado en el suroeste de Colombia con un enfoque diferencial a las personas mayores","2012-08-01","start-actual","2013-08-01","end-actual","European Union","DAC","Colombia","COL","152","Government and civil society, general","Implementation","2012","2013","255279.3663",""
"COL260","1","Ayuda humanitaria para la población indígena en el departamento de la Guajira Colombia","2012-09-17","start-actual","2013-09-17","end-actual","European Union","DAC","Colombia","COL","152","Government and civil society, general","Implementation","2012","2013","376537.065292",""
"COL261","1","Servicios de atención primaria en salud para las poblaciones rurales, mestizas e indígenas afectadas por el conflicto colombiano","2012-08-01","start-actual","2013-08-01","end-actual","European Union","DAC","Colombia","COL","152","Government and civil society, general","Implementation","2012","2013","319099.207875",""
"COL262","1","Apoyo a la política pública para el desplazamiento interno","2011-04-27","start-actual","2014-04-27","end-actual","European Union","DAC","Colombia","COL","152","Government and civil society, general","Implementation","2011","2014","338160.0",""
"COL263","1","Una apuesta por la Vida, la Gobernabilidad y el Etnodesarrollo en los territorios colectivos de indígenas y afrodescendientes en el departamento del Chocó. No. DCI-NSAPVD/2012/294-571","2013-02-01","start-actual","2016-02-01","end-actual","European Union","DAC","Colombia","COL","152","Government and civil society, general","Implementation","2013","2016","1305302.51691",""
"COL264","1","Reforzar en Colombia el respeto del derecho humano a fundar y afiliarse a un sindicato en cuatro de seis sectores económicos (agroindustria, industria, salud, comercio, instituciones públicas, y telecomunicaciones)","2013-01-16","start-actual","2016-01-16","end-actual","European Union","DAC","Colombia","COL","152","Government and civil society, general","Implementation","2013","2016","930552.079227",""
"COL265","1","Fortalecimiento de la acción institucional y social para la atención diferencial y restitución de derechos a las víctimas del conflicto armado residentes en el municipio de Tuluá, Colombia. No. DCI-NSAPVD/2012/293-424","2013-01-14","start-actual","2016-01-14","end-actual","European Union","DAC","Colombia","COL","152","Government and civil society, general","Implementation","2013","2016","664680.05659",""
"COL266","1","Aporte a la protección de las niñas víctimas del conflicto armado colombiano en el Departamento de Nariño.","2010-12-01","start-actual","2013-06-01","end-actual","Spain","ESP","Colombia","COL","151","Government and civil society, general","Implementation","2010","2013","115068.451207",""
"COL267","0","Iniciativas de Construcción de Paz desde los Niños, Niñas, Adolescentes y Jóvenes, orientadas a la aplicación de los mecanismos y normatividad nacional e internacional que contribuyen a evitar su reclutamiento y utilización en el Conflicto Armado y otras graves violaciones de sus Derechos Humanos y del Derecho Internacional Humanitario, en zonas priorizadas de Colombia","2013-02-01","start-actual","2014-08-01","end-actual","European Union","DAC","Colombia","COL","152","Government and civil society, general","Implementation","2013","2014","80567.2795867",""
"COL268","1","Red latinoamericana para la protección de los derechos de los pueblos indígenas altamente vulnerables en el ámbito regional e internacional.","2012-11-01","start-actual","2014-11-01","end-actual","European Union","DAC","Colombia","COL","152","Government and civil society, general","Implementation","2012","2014","466794.030779",""
"COL269","1","Fortalecimiento Institucional de las capacidades nacionales para la atención y la orientación de las víctimas civiles de Minas Antipersonal y del conflicto armado en Colombia","2010-09-01","start-actual","2014-09-01","end-actual","Belgium","BEL","Colombia","COL","151","Government and civil society, general","Implementation","2010","2014","73024.2072592",""
"COL270","1","Protección de los derechos de niños afectados por el conflicto y vulnerables en Colombia","2010-03-23","start-actual","2015-12-23","end-actual","Canada","CAN","Colombia","COL","151","Government and civil society, general","Implementation","2010","2015","6893893.6923",""
"COL271","1","Protección de Derechos Humanos en Colombia","2011-02-23","start-actual","2015-06-23","end-actual","Canada","CAN","Colombia","COL","151","Government and civil society, general","Implementation","2011","2015","8000000.0",""
"COL272","1","Mejora de las condiciones de salud de la población vulnerable afectada por el conflicto armado en los Departamento de Putumayo y Nariño, Colombia / COSUDE 2012  2013.","2012-03-03","start-actual","2014-03-03","end-actual","Canada","CAN","Colombia","COL","151","Government and civil society, general","Implementation","2012","2014","186062.329815",""
"COL273","1","Programa de Derechos Humanos Fase III","2011-03-13","start-actual","2015-09-13","end-actual","United States","USA","Colombia","COL","151","Government and civil society, general","Implementation","2011","2015","2388595.22",""
"COL274","1","Asistencia de emergencia a población en situacion de desplazamiento (Con recursos de BPRM)","2012-09-29","start-actual","2013-09-29","end-actual","United States","USA","Colombia","COL","151","Government and civil society, general","Implementation","2012","2013","1423673.38898",""
"COL275","1","Convenio 2010-2013 Programa integral para la restitución de los derechos de las víctimas, especialmente las de desaparición forzada y ejecuciones sumarias, con el fin de fortalecer la democracia y el Estado de Derecho. - Fase I","2010-09-01","start-actual","2013-09-01","end-actual","Spain","ESP","Colombia","COL","151","Government and civil society, general","Implementation","2010","2013","829476.35301",""
"COL276","1","Intercambio de investigadores 2013","2013-01-01","start-actual","2014-01-01","end-actual","France","FRA","Colombia","COL","110","Education","Implementation","2013","2014","177019.741132",""
"COL277","1","Promoción y gestión de políticas públicas para las víctimas de la violencia en 3 departamentos de Colombia 10-CAP1-0576","2010-08-01","start-actual","2013-08-01","end-actual","Spain","ESP","Colombia","COL","151","Government and civil society, general","Implementation","2010","2013","197430.902172",""
"COL278","1","Ayuda humanitaria para la población afectada por el conflicto armado en Colombia","2012-11-01","start-actual","2013-09-01","end-actual","European Union","DAC","Colombia","COL","151","Government and civil society, general","Implementation","2012","2013","446738.891025",""
"COL279","1","Apoyo a la consolidación de los derechos de las víctimas en el marco de la Ley de Víctimas y Restitución de Tierras.","2012-04-01","start-actual","2014-04-01","end-actual","Spain","ESP","Colombia","COL","151","Government and civil society, general","Implementation","2012","2014","638198.41575",""
"COL280","1","Construcción del Puerto de Andalucía sobre el Rio Magdalena","2013-05-31","start-actual","2014-05-31","end-actual","United States","USA","Colombia","COL","151","Government and civil society, general","Implementation","2013","2014","568102.61247",""
"COL281","1","Asistencia humanitaria y protección para la población en situación de desplazamiento en Colombia con un enfoque diferencial para los Adultos Mayores. Fase III","2013-03-07","start-actual","2014-09-07","end-actual","Spain","ESP","Colombia","COL","151","Government and civil society, general","Implementation","2013","2014","335696.998278",""
"COL282","1","Avanzando Procesos de Verdad, Justicia y Reparación Integral para las Víctimas del Conflicto Armado","2009-12-01","start-actual","2013-12-01","end-actual","Netherlands","NLD","Colombia","COL","151","Government and civil society, general","Implementation","2009","2013","1759410.0287",""
"COL283","1","La tierra y los desafios de la política pública de reparación integral en Colombia: énfasis desde las víctimas de desplazamiento forzado","2010-02-01","start-actual","2014-02-01","end-actual","Netherlands","NLD","Colombia","COL","151","Government and civil society, general","Implementation","2010","2014","2217811.5601",""
"COL284","1","Mejora de las condiciones de vida de las comunidades desplazadas, confinadas y en riesgo de desplazamiento en los Departamentos de Nariño, Cauca y Valle del Cauca, Colombia.","2012-02-01","start-actual","2013-08-01","end-actual","Switzerland","CHE","Colombia","COL","151","Government and civil society, general","Implementation","2012","2013","322893.051996",""
"COL285","1","Mejora de las condiciones de salud de la población vulnerable afectada por el conflicto armado en los Departamento de Putumayo y Nariño, Colombia / COSUDE 2012  2013","2012-03-01","start-actual","2014-03-01","end-actual","Switzerland","CHE","Colombia","COL","151","Government and civil society, general","Implementation","2012","2014","497110.419215",""
"COL286","1","Asistencia a víctimas civiles de accidentes de Minas Antipersonal y Restos Explosivos de Guerra -MAP y REG- en los departamentos de Nariño, Cauca y Córdoba.","2012-09-09","start-actual","2014-09-09","end-actual","Switzerland","CHE","Colombia","COL","151","Government and civil society, general","Implementation","2012","2014","87934.9050969",""
"COL287","1","Enseñanza del Francés y Acción cultural 2013.","2013-01-01","start-actual","2014-01-01","end-actual","France","FRA","Colombia","COL","110","Education","Implementation","2013","2014","46481.1228385",""
"COL288","1","Mejora de la condiciones de salid de la poblacion vulnerable afectada por el conflicto armado en los departamentos de Putumayo y Nariño.","2012-03-03","start-actual","2014-03-03","end-actual","European Union","DAC","Colombia","COL","151","Government and civil society, general","Implementation","2012","2014","146653.577643",""
"COL289","1","Mejoramiento de la respuesta en salud para la población confinada e internamente desplazada en Colombia durante emergencias","2012-09-01","start-actual","2013-09-01","end-actual","European Union","DAC","Colombia","COL","151","Government and civil society, general","Implementation","2012","2013","210605.477197",""
"COL290","1","Protección y ayuda humanitaria para las comunidades afrocolombianas e indígenas afectadas por el conflicto en los departamentos del Valle del Cauca y Nariño en Colombia","2012-09-01","start-actual","2013-09-01","end-actual","European Union","DAC","Colombia","COL","151","Government and civil society, general","Implementation","2012","2013","351009.128662",""
